2.59589E-4	25.36525
2.6827E-4	26.20671
2.75725E-4	26.88042
2.83388E-4	27.57146
2.92864E-4	28.4861
3.01003E-4	29.32455
3.07677E-4	30.18768
3.16228E-4	30.96374
3.23239E-4	31.87512
3.32222E-4	32.69456
3.43332E-4	33.53506
3.54813E-4	34.27267
3.60697E-4	35.15374
3.70721E-4	36.05746
3.81024E-4	36.98441
3.95931E-4	37.79789
4.06934E-4	38.76959
4.15956E-4	39.91072
4.27516E-4	40.78857
4.41813E-4	41.53483
4.54091E-4	42.6026
4.66711E-4	43.53965
4.79681E-4	44.33624
4.93012E-4	45.47603
5.09498E-4	46.30806
5.23658E-4	47.15531
5.4117E-4	48.36756
5.59267E-4	49.43141
5.77969E-4	50.3358
6.00581E-4	51.25675
6.24077E-4	52.00562
6.44947E-4	53.14949
6.73863E-4	54.12191
7.04075E-4	55.51326
7.2762E-4	56.32431
7.56086E-4	57.14722
7.98695E-4	58.40418
8.34504E-4	60.12324
8.71919E-4	61.00165
9.01077E-4	61.89289
9.36329E-4	62.56986
9.78309E-4	63.48402
0.00102	64.64552
0.00106	65.3526
0.0011	66.54828
0.00115	67.52057
0.0012	68.50705
0.00125	69.76045
0.00131	70.26821
0.00137	71.29484
0.00142	72.59925
0.00147	73.65994
0.00152	74.46561
0.00159	75.2801
0.00167	76.10349
0.00173	77.21538
0.00182	78.05994
0.00187	78.91374
0.0019	78.91374
0.00196	80.06668
0.002	80.06668
0.00206	80.64945
0.00213	81.82776
0.00223	82.72277
0.00234	83.32487
0.00247	84.54226
0.00257	85.46696
0.0027	87.34682
0.00285	88.3022
0.00301	89.59231
0.00318	90.57224
0.0033	91.5629
0.00347	92.22935
0.00361	93.23813
0.00381	93.91677
0.00398	95.63507
0.00418	95.98248
0.00437	97.03231
0.00457	98.09363
0.00482	99.16655
0.00501	100.9809
0.00529	102.0854
0.00559	102.82844
0.00591	103.95315
0.00614	105.47192
0.00648	106.23961
0.00685	107.79179
0.0072	109.36665
0.0076	109.76394
0.00799	111.36761
0.00839	111.77218
0.00886	113.40519
0.00936	114.64558
0.00989	116.74313
0.01045	115.89955
0.01104	115.89955
0.01166	115.89955
0.01232	115.89955
0.01301	115.89955
0.01374	115.89955
0.01452	116.32058
0.01534	116.74313
0.0162	115.89955
0.01711	115.89955
0.01808	115.89955
0.0191	116.32058
0.02017	116.32058
0.02994	116.74313
0.03162	116.32058
0.0334	116.32058
0.03529	116.32058
0.03728	115.89955
0.03938	116.32058
0.0416	117.16723
0.04394	115.89955
0.04642	115.89955
0.04903	116.32058
0.05179	116.32058
0.05471	115.89955
0.0578	116.32058
0.06105	116.74313
0.06449	115.89955
0.06813	116.32058
0.07197	116.74313
0.07602	116.32058
0.08031	116.32058
0.08483	115.89955
0.08962	116.32058
0.09467	117.16723
0.1	116.74313
