2.1077E-4	25.54988
2.17819E-4	26.11185
2.22648E-4	26.78313
2.28836E-4	27.47166
2.35195E-4	28.0759
2.4041E-4	28.79767
2.49815E-4	29.86107
2.55354E-4	30.73999
2.61016E-4	31.53025
2.69744E-4	32.34082
2.75725E-4	33.05216
2.84946E-4	34.14861
2.86512E-4	34.02501
2.91263E-4	35.15374
3.01003E-4	36.05746
3.09369E-4	36.98441
3.14499E-4	37.9352
3.26803E-4	39.19364
3.34048E-4	40.34726
3.43332E-4	41.2347
3.52874E-4	42.44839
3.64674E-4	43.38205
3.70721E-4	44.49731
3.81024E-4	45.47603
3.87343E-4	46.64511
4.02496E-4	47.67108
4.09171E-4	49.25249
4.22854E-4	50.51866
4.34606E-4	51.81738
4.44241E-4	53.14949
4.54091E-4	54.31851
4.64159E-4	55.71492
4.77058E-4	57.35482
4.95722E-4	58.82928
5.06713E-4	60.34165
5.23658E-4	61.89289
5.35268E-4	63.48402
5.47136E-4	65.11605
5.77969E-4	68.50705
5.97297E-4	70.26821
6.1054E-4	72.07465
6.37914E-4	75.82803
6.52057E-4	78.05994
6.73863E-4	79.77687
6.96397E-4	81.82776
7.11838E-4	83.93136
7.2762E-4	85.77744
7.43753E-4	88.3022
7.60243E-4	90.90127
7.85666E-4	92.56439
8.03086E-4	95.63507
8.25404E-4	98.44997
8.48343E-4	100.61539
8.76712E-4	103.20198
9.01077E-4	105.85507
9.21055E-4	108.97079
9.41477E-4	111.77218
9.78309E-4	114.64558
0.001	118.44877
0.00104	120.17933
0.00109	121.93517
0.00113	123.26886
0.00119	124.61715
0.00125	126.43783
0.00129	127.82077
0.00134	129.68825
0.0014	131.10675
0.00145	133.50547
0.00152	134.4772
0.0016	135.45601
0.00169	134.96572
0.00179	136.44194
0.00189	137.43505
0.002	138.93827
0.00211	139.44299
0.00223	139.44299
0.00235	139.44299
0.00248	140.96819
0.00262	141.99424
0.00277	141.48028
0.00293	143.54733
0.00309	143.02776
0.00327	144.0688
0.00345	144.59216
0.00365	145.11742
0.00385	145.64458
0.00407	146.17367
0.0043	146.17367
0.00454	145.64458
0.0048	146.17367
0.00507	147.23761
0.00535	147.23761
0.00565	147.77248
0.00597	148.84805
0.00631	148.84805
0.00667	150.47611
0.00704	150.47611
0.00744	149.93146
0.00786	151.02275
0.0083	151.02275
0.00877	151.57137
0.00926	152.12198
0.00978	153.22922
0.01033	152.6746
0.01092	152.12198
0.01153	152.12198
0.01218	152.12198
0.01287	152.12198
0.01359	152.12198
0.01436	152.6746
0.01517	152.6746
0.01602	152.12198
0.01693	152.12198
0.01788	152.12198
0.01889	152.12198
0.01995	152.6746
0.02897	152.6746
0.0306	152.6746
0.03232	152.12198
0.03415	152.12198
0.03607	152.12198
0.0381	152.6746
0.04025	152.6746
0.04252	152.12198
0.04491	152.12198
0.04745	152.12198
0.05012	152.12198
0.05294	152.12198
0.05593	152.12198
0.05908	152.6746
0.06241	152.6746
0.06592	152.12198
0.06964	152.6746
0.07356	152.6746
0.07771	152.6746
0.08209	152.6746
0.08672	152.6746
0.0916	152.6746
0.09676	152.6746
