2.02835E-4	25.36525
2.07332E-4	25.92317
2.11929E-4	26.68618
2.16628E-4	27.37222
2.22648E-4	27.97428
2.27585E-4	28.69343
2.35195E-4	29.53799
2.4041E-4	30.18768
2.44397E-4	30.96374
2.5257E-4	31.75975
2.59589E-4	32.57622
2.63893E-4	33.41368
2.74218E-4	34.27267
2.78765E-4	35.28144
2.89671E-4	36.05746
2.97721E-4	37.38894
3.05995E-4	38.35012
3.14499E-4	39.19364
3.21472E-4	40.20122
3.28599E-4	41.08545
3.35885E-4	42.29475
3.45219E-4	43.38205
3.54813E-4	44.49731
3.64674E-4	45.47603
3.70721E-4	46.64511
3.83119E-4	48.01806
3.95931E-4	49.43141
4.04709E-4	50.88636
4.15956E-4	52.38414
4.32229E-4	53.92601
4.51608E-4	56.94038
4.66711E-4	58.19279
4.7445E-4	59.68879
4.84969E-4	61.22325
4.98447E-4	62.56986
5.15116E-4	64.17839
5.26537E-4	65.82827
5.4117E-4	68.25909
5.59267E-4	70.01387
5.71667E-4	71.55384
5.87554E-4	73.12767
6.00581E-4	75.2801
6.17271E-4	77.21538
6.30957E-4	78.91374
6.41421E-4	80.94243
6.59246E-4	82.72277
6.81292E-4	84.84938
7.04075E-4	87.34682
7.19686E-4	90.24441
7.39686E-4	93.23813
7.64422E-4	95.98248
7.89985E-4	98.80761
8.07501E-4	101.34773
8.29942E-4	103.57688
8.53007E-4	106.23961
8.71919E-4	109.36665
8.96151E-4	112.17821
9.21055E-4	115.06206
9.41477E-4	118.44877
9.62351E-4	121.49382
9.94533E-4	123.71666
0.00102	126.43783
0.00106	128.75112
0.0011	131.10675
0.00113	133.99046
0.00118	136.93759
0.00124	138.93827
0.00128	141.99424
0.00132	144.59216
0.00137	146.70467
0.00142	149.93146
0.00148	152.6746
0.00155	153.78585
0.00164	156.03269
0.00173	156.59951
0.00183	158.88746
0.00193	158.88746
0.00204	160.62533
0.00215	161.79445
0.00228	162.3822
0.0024	162.3822
0.00254	163.56412
0.00268	165.35314
0.00283	165.35314
0.00299	165.95382
0.00316	167.76898
0.00334	167.76898
0.00353	168.37843
0.00373	170.22011
0.00394	170.22011
0.00416	171.45908
0.00439	172.08194
0.00464	172.70706
0.0049	172.70706
0.00518	172.08194
0.00547	172.70706
0.00578	174.59608
0.00611	173.96412
0.00645	175.8669
0.00681	175.8669
0.0072	175.8669
0.0076	177.14696
0.00803	177.79048
0.00848	179.08455
0.00896	177.79048
0.00947	178.43634
0.01	179.73511
0.01056	179.73511
0.01116	178.43634
0.01179	178.43634
0.01245	178.43634
0.01315	178.43634
0.01389	178.43634
0.01468	179.08455
0.01551	179.08455
0.01638	178.43634
0.0173	178.43634
0.01828	178.43634
0.01931	179.08455
0.0204	179.08455
0.02849	179.08455
0.0301	179.08455
0.0318	178.43634
0.03359	178.43634
0.03548	178.43634
0.03748	178.43634
0.03959	178.43634
0.04182	179.08455
0.04418	178.43634
0.04667	178.43634
0.0493	179.08455
0.05208	179.08455
0.05501	178.43634
0.05811	179.08455
0.06139	179.08455
0.06485	178.43634
0.0685	179.08455
0.07236	179.08455
0.07644	179.08455
0.08075	179.08455
0.0853	179.08455
0.09011	179.08455
0.09519	179.08455
0.10055	179.73511
